store_id,name,food_type,avg_rating,google_place_id,google_matched_name,google_formatted_address,google_price_tier,google_lat,google_lng,google_website,google_phone,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json
n6pl,kfc (giant kota damansara),fried chicken,4.3,ChIJyyUWDCFPzDERD0m7U5rksDA,KFC Giant Kota Damansara,"No. F-15, 16, Jalan PJU 5/1, 47810 Petaling Jaya, Selangor, Malaysia",mid,3.1561992,101.596532,https://kfc.com.my/,03-6151 4906,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
g0qu,ayam gepuk pak gembus (pelangi),fried chicken,4.4,ChIJs3eH5QlPzDERx0B_GeXd9KQ,Ayam Gepuk Pak Gembus Pelangi Damansara,"A-G-12, Pusat Perdagangan Pelangi PSRN Surian PJU 6, Pelangi Damansara, 47810 Petaling Jaya, Selangor, Malaysia",mid,3.1544131,101.6032405,https://www.ayamgepukpakgembus.com.my/,019-831 1889,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"10:00 AM 12:30 PM, 2:30 10:00 PM",10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 12:30 PM, 2:30 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
vagy,d'tebing corner kota damansara,fried rice,4.5,ChIJd3Zy4XxPzDERN0Wn8Tc6RAg,Family Corner Kota Damansara,"58 - G, The Strand, Jalan PJU 5/20D, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1561971,101.5948265,https://m.facebook.com/familycornerbiscuitkerepekhouse/,010-945 3244,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,"{""Monday"": ""10:00 AM 8:00 PM"", ""Tuesday"": ""10:00 AM 8:00 PM"", ""Wednesday"": ""10:00 AM 8:00 PM"", ""Thursday"": ""10:00 AM 8:00 PM"", ""Friday"": ""10:00 AM 8:00 PM"", ""Saturday"": ""10:00 AM 8:00 PM"", ""Sunday"": ""10:00 AM 8:00 PM""}"
q5kp,7686 choy kor homecook recipes,noodles,4.6,ChIJM0u2y1NJzDER94JpbKvlX_o,Chat Hei Claypot @ Damansara Uptown Restaurant ( ),"62, Jalan SS 21/39, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",,3.134967,101.6214901,https://www.instagram.com/chatheiclaypot?igsh=MTc1d2Q4MzN6N2kyNA==,014-744 3859,"11:30 AM 3:00 PM, 5:30 10:00 PM","11:30 AM 3:00 PM, 5:30 10:00 PM","11:30 AM 3:00 PM, 5:30 10:00 PM","11:30 AM 3:00 PM, 5:30 10:00 PM","11:30 AM 3:00 PM, 5:30 10:00 PM","11:30 AM 3:00 PM, 5:30 10:30 PM","11:30 AM 3:00 PM, 5:30 10:30 PM","{""Monday"": ""11:30 AM 3:00 PM, 5:30 10:00 PM"", ""Tuesday"": ""11:30 AM 3:00 PM, 5:30 10:00 PM"", ""Wednesday"": ""11:30 AM 3:00 PM, 5:30 10:00 PM"", ""Thursday"": ""11:30 AM 3:00 PM, 5:30 10:00 PM"", ""Friday"": ""11:30 AM 3:00 PM, 5:30 10:00 PM"", ""Saturday"": ""11:30 AM 3:00 PM, 5:30 10:30 PM"", ""Sunday"": ""11:30 AM 3:00 PM, 5:30 10:30 PM""}"
k06t,farzana corner,malaysian,4.4,ChIJhya2GwNPzDEREbzlzjBpN5Q,Farzana Corner,"927, Jalan Mawar, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",,3.1367578,101.6099937,https://www.google.com/maps/place/?q=place_id:ChIJhya2GwNPzDEREbzlzjBpN5Q,017-316 2057,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
p5ad,khadijah satay nasi lemak royale,chicken,4.7,ChIJx5-h31RPzDERGJv5mZLAD8Y,Nasi Lemak Kak Sanah,"Jalan SS 22/19, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",mid,3.1279044,101.6159449,https://www.google.com/maps/place/?q=place_id:ChIJx5-h31RPzDERGJv5mZLAD8Y,019-222 7547,Closed,7:00 10:30 AM,7:00 10:30 AM,7:00 10:30 AM,7:00 10:30 AM,7:00 10:30 AM,7:00 10:30 AM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 10:30 AM"", ""Wednesday"": ""7:00 10:30 AM"", ""Thursday"": ""7:00 10:30 AM"", ""Friday"": ""7:00 10:30 AM"", ""Saturday"": ""7:00 10:30 AM"", ""Sunday"": ""7:00 10:30 AM""}"
c2wy,gerai yusof kulaan,nasi lemak,4.7,ChIJ7QTh7GRPzDER-d7JOiDK12k,Gerai Yusuf Kulaan,"Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",budget,3.1565843,101.5743702,https://www.google.com/maps/place/?q=place_id:ChIJ7QTh7GRPzDER-d7JOiDK12k,,5:45 11:30 AM,5:45 11:30 AM,5:45 11:30 AM,5:45 11:30 AM,5:45 11:30 AM,5:45 11:30 AM,5:45 11:30 AM,"{""Monday"": ""5:45 11:30 AM"", ""Tuesday"": ""5:45 11:30 AM"", ""Wednesday"": ""5:45 11:30 AM"", ""Thursday"": ""5:45 11:30 AM"", ""Friday"": ""5:45 11:30 AM"", ""Saturday"": ""5:45 11:30 AM"", ""Sunday"": ""5:45 11:30 AM""}"
t7nu,lk fish ball aman suria (ara damansara),noodles,4.7,ChIJvYKhD9dPzDER2zDwKiAJg48,LK Fish Ball Aman Suria,"D-G, 37, Jalan PJU 1/45, Aman Suria, 47301 Petaling Jaya, Selangor, Malaysia",,3.1210228,101.5963791,https://www.facebook.com/lkfishballamansuria/,03-7804 1093,9:00 AM 8:00 PM,9:00 AM 8:00 PM,9:00 AM 8:00 PM,9:00 AM 8:00 PM,9:00 AM 8:00 PM,9:00 AM 8:00 PM,9:00 AM 8:00 PM,"{""Monday"": ""9:00 AM 8:00 PM"", ""Tuesday"": ""9:00 AM 8:00 PM"", ""Wednesday"": ""9:00 AM 8:00 PM"", ""Thursday"": ""9:00 AM 8:00 PM"", ""Friday"": ""9:00 AM 8:00 PM"", ""Saturday"": ""9:00 AM 8:00 PM"", ""Sunday"": ""9:00 AM 8:00 PM""}"
vitd,kak mah & kak yah,nasi lemak,4.6,ChIJIzcGryVPzDERNPzrtpqKwyE,Kak Mah Masakan Kampung,"29, Jalan PJU 7/16, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",,3.159558,101.602427,https://www.google.com/maps/place/?q=place_id:ChIJIzcGryVPzDERNPzrtpqKwyE,,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,"{""Monday"": ""10:00 AM 8:00 PM"", ""Tuesday"": ""10:00 AM 8:00 PM"", ""Wednesday"": ""10:00 AM 8:00 PM"", ""Thursday"": ""10:00 AM 8:00 PM"", ""Friday"": ""10:00 AM 8:00 PM"", ""Saturday"": ""10:00 AM 8:00 PM"", ""Sunday"": ""10:00 AM 8:00 PM""}"
p3cj,restoran nasi kandar subaidah (kota damansara),nasi kandar,4.6,ChIJx27yUwVPzDERyAfHm9tyVaE,Restoran Nasi Kandar Subaidah Kota Damansara,"Jalan Cecawi 6/33, Seksyen 6 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",mid,3.162099,101.5814683,https://www.google.com/maps/place/?q=place_id:ChIJx27yUwVPzDERyAfHm9tyVaE,012-635 2656,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
m2nr,restoran murah rezeki,roti canai,4.7,ChIJse-fNQVPzDER8yBxTmfxA1A,Nasi Kandar Murah Rezeki Sdn Bhd,"77, Jalan Cecawi 6/33, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",mid,3.1615004,101.5816971,https://www.google.com/maps/place/?q=place_id:ChIJse-fNQVPzDER8yBxTmfxA1A,03-6143 1951,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
swsk,kafe kafe (ara damansara),asian,4.2,ChIJV84Z3-FPzDER-xpSPmDCu3o,Core Cafe,"80, Jalan PJU 1A/42B, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",,3.1165545,101.5890949,https://www.instagram.com/corecafe_my/,011-2667 2626,Closed,9:30 AM 11:00 PM,9:30 AM 11:00 PM,9:30 AM 11:00 PM,9:30 AM 12:00 AM,9:30 AM 12:00 AM,9:30 AM 11:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30 AM 11:00 PM"", ""Wednesday"": ""9:30 AM 11:00 PM"", ""Thursday"": ""9:30 AM 11:00 PM"", ""Friday"": ""9:30 AM 12:00 AM"", ""Saturday"": ""9:30 AM 12:00 AM"", ""Sunday"": ""9:30 AM 11:00 PM""}"
m1fk,restoran idaman,malaysian,4.3,ChIJv3OlJPNFzDERbaWKie0fPo8,Restaurant Idaman Village,"A007, Jalan PJU 10/2a, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",,3.1993416,101.5930356,https://www.google.com/maps/place/?q=place_id:ChIJv3OlJPNFzDERbaWKie0fPo8,03-6151 0523,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
l4qu,woodkayu - mutiara damansara,western,3.9,ChIJ67MuaMNOzDERZBiUJtfveUo,NETWOOD - Solid Wood Flooring | Timber Flooring | Wood Supplier Malaysia,"20, Jalan PJU 3/40, Sunway Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1616299,101.5989889,https://www.netwood.com.my/,03-3099 3030,10:00 AM 5:00 PM,10:00 AM 5:00 PM,10:00 AM 5:00 PM,10:00 AM 5:00 PM,10:00 AM 5:00 PM,Closed,Closed,"{""Monday"": ""10:00 AM 5:00 PM"", ""Tuesday"": ""10:00 AM 5:00 PM"", ""Wednesday"": ""10:00 AM 5:00 PM"", ""Thursday"": ""10:00 AM 5:00 PM"", ""Friday"": ""10:00 AM 5:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}"
f2rh,nasi ayam geprek kota dame,chicken,4.7,ChIJRXvNpaRPzDERO__zMpbTcBk,Nasi Ayam Peha Gemuk Kota Damansara,"Pak Lang's Corner, Jalan Nuri 7/4, Seksyen 7, Kota Damansara, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1679245,101.5736163,https://www.google.com/maps/place/?q=place_id:ChIJRXvNpaRPzDERO__zMpbTcBk,017-685 7041,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,8:30 AM 6:30 PM,"{""Monday"": ""8:30 AM 6:30 PM"", ""Tuesday"": ""8:30 AM 6:30 PM"", ""Wednesday"": ""8:30 AM 6:30 PM"", ""Thursday"": ""8:30 AM 6:30 PM"", ""Friday"": ""8:30 AM 6:30 PM"", ""Saturday"": ""8:30 AM 6:30 PM"", ""Sunday"": ""8:30 AM 6:30 PM""}"
g346,ani sup utara lotus ara damansara,soups,4.3,ChIJLVbsHvVLzDER0VDXJO4PaHQ,Ani Sup Utara Xpress,"306, Lebuhraya Shah Alam, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.0651762,101.6618381,https://www.google.com/maps/place/?q=place_id:ChIJLVbsHvVLzDER0VDXJO4PaHQ,,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,9:00 AM 10:00 PM,"{""Monday"": ""9:00 AM 10:00 PM"", ""Tuesday"": ""9:00 AM 10:00 PM"", ""Wednesday"": ""9:00 AM 10:00 PM"", ""Thursday"": ""9:00 AM 10:00 PM"", ""Friday"": ""9:00 AM 10:00 PM"", ""Saturday"": ""9:00 AM 10:00 PM"", ""Sunday"": ""9:00 AM 10:00 PM""}"
j0ne,nasi ahmad (kd - ss3),chicken,4.7,ChIJ-47jUwBPzDER63ABfEj3J10,Nasi Ahmad (Shell KD Branch),"K25, Jalan Cecawi 6/19a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.159623,101.5745937,https://www.google.com/maps/place/?q=place_id:ChIJ-47jUwBPzDER63ABfEj3J10,,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,9:30 AM 9:30 PM,"{""Monday"": ""9:30 AM 9:30 PM"", ""Tuesday"": ""9:30 AM 9:30 PM"", ""Wednesday"": ""9:30 AM 9:30 PM"", ""Thursday"": ""9:30 AM 9:30 PM"", ""Friday"": ""9:30 AM 9:30 PM"", ""Saturday"": ""9:30 AM 9:30 PM"", ""Sunday"": ""9:30 AM 9:30 PM""}"
n7ga,salai master (damansara),malaysian,4.7,ChIJJzu1osRPzDERQmcGQc2imRI,Salai Master Damansara,"Jln Masjid, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",mid,3.1346379,101.6135182,https://www.facebook.com/salaimaster.sdn.bhd,013-286 2279,10:30 AM 11:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,"{""Monday"": ""10:30 AM 11:00 PM"", ""Tuesday"": ""10:30 AM 10:00 PM"", ""Wednesday"": ""10:30 AM 10:00 PM"", ""Thursday"": ""10:30 AM 10:00 PM"", ""Friday"": ""10:30 AM 10:00 PM"", ""Saturday"": ""10:30 AM 10:00 PM"", ""Sunday"": ""10:30 AM 10:00 PM""}"
t7yj,real tomyam @ nasi kukus apollo,fried rice,4.6,ChIJq7SlUL1PzDERKGzyncJnKHA,Nasi Kukus Apollo,"15, Jalan Cecawi 6/19a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1586206,101.5735955,https://www.google.com/maps/place/?q=place_id:ChIJq7SlUL1PzDERKGzyncJnKHA,017-730 9308,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,11:00 AM 1:30 AM,"{""Monday"": ""11:00 AM 1:30 AM"", ""Tuesday"": ""11:00 AM 1:30 AM"", ""Wednesday"": ""11:00 AM 1:30 AM"", ""Thursday"": ""11:00 AM 1:30 AM"", ""Friday"": ""11:00 AM 1:30 AM"", ""Saturday"": ""11:00 AM 1:30 AM"", ""Sunday"": ""11:00 AM 1:30 AM""}"
z5ut,diana corner,malaysian,4.4,ChIJD_mW-QZPzDERUaVT05_7ATI,Diana Corner,"LAMAN NURI BERHAMPIRAN SK SEKSYEN 7 KOTA DAMANSARA, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",budget,3.1707164,101.5754729,https://www.google.com/maps/place/?q=place_id:ChIJD_mW-QZPzDERUaVT05_7ATI,012-356 2483,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,12:00 PM 1:30 AM,"{""Monday"": ""12:00 PM 1:30 AM"", ""Tuesday"": ""12:00 PM 1:30 AM"", ""Wednesday"": ""12:00 PM 1:30 AM"", ""Thursday"": ""12:00 PM 1:30 AM"", ""Friday"": ""12:00 PM 1:30 AM"", ""Saturday"": ""12:00 PM 1:30 AM"", ""Sunday"": ""12:00 PM 1:30 AM""}"
t4qb,restoran al sarifa (bandar utama),roti canai,4.5,ChIJrXPz3sxOzDERC312Ak9qOZg,Restoran Al Sarifa - Bandar Utama,"G-01 Dataran Pelangi Utama, Jln Masjid, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",mid,3.1397837,101.6146543,https://www.google.com/maps/place/?q=place_id:ChIJrXPz3sxOzDERC312Ak9qOZg,03-7495 9021,2:00 PM 6:00 AM,2:00 PM 6:00 AM,2:00 PM 6:00 AM,2:00 PM 6:00 AM,2:00 PM 6:00 AM,8:00 AM 6:00 AM,2:00 PM 6:00 AM,"{""Monday"": ""2:00 PM 6:00 AM"", ""Tuesday"": ""2:00 PM 6:00 AM"", ""Wednesday"": ""2:00 PM 6:00 AM"", ""Thursday"": ""2:00 PM 6:00 AM"", ""Friday"": ""2:00 PM 6:00 AM"", ""Saturday"": ""8:00 AM 6:00 AM"", ""Sunday"": ""2:00 PM 6:00 AM""}"
t9mg,restoran faizul maju (uptown kota damansara),roti canai,4.5,ChIJs4w1QYRPzDER9AsqO44V1I4,Restoran Faizul Maju emporis,"S-01 S-02, Emporis,Persiaran Surian / Jalan Teknologi Seksyen 3, Kota Damansara uptown, Taman Sains Selangor, 47810 Petaling Jaya, Selangor, Malaysia",mid,3.1574307,101.5714061,https://www.google.com/maps/place/?q=place_id:ChIJs4w1QYRPzDER9AsqO44V1I4,03-7628 0842,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
