store_id,name,food_type,avg_rating,google_search_query,google_place_id,google_formatted_address,google_business_status,google_price_level,google_price_tier,google_lat,google_lng,google_website,google_phone,google_types_json,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json,operating_hours_source
em6p,Foodle Kota Damansara,asian,4.0,"marroush - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
egsp,Wakaka @ Subang Baru,pancakes & waffles,4.6,"wakaka eco damansara (ecds), Petaling Jaya, Malaysia",ChIJ_Uqs1t9PzDERJodLgzEdVqk,"LOT F2, PT 17920 PORTION A GROUND FLOOR-FRONT PORTION, Subang Sejahtera, 40150 Shah Alam, Selangor, Malaysia",OPERATIONAL,-1,,3.1465037,101.5249304,https://www.google.com/maps/place/?q=place_id:ChIJ_Uqs1t9PzDERJodLgzEdVqk,,"[""establishment"", ""food"", ""point_of_interest"", ""store""]",10:00 AM 10:30 PM,10:00 AM 10:30 PM,10:00 AM 10:30 PM,10:00 AM 10:30 PM,10:00 AM 10:30 PM,10:00 AM 10:30 PM,10:00 AM 10:30 PM,"{""Monday"": ""10:00 AM 10:30 PM"", ""Tuesday"": ""10:00 AM 10:30 PM"", ""Wednesday"": ""10:00 AM 10:30 PM"", ""Thursday"": ""10:00 AM 10:30 PM"", ""Friday"": ""10:00 AM 10:30 PM"", ""Saturday"": ""10:00 AM 10:30 PM"", ""Sunday"": ""10:00 AM 10:30 PM""}",google_places
avl5,Foodle Kota Damansara,asian,3.6,"ayam kunyit maharaja - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
p4mn,Waroeng Batavia,malaysian,4.6,"waroeng batavia, Petaling Jaya, Malaysia",ChIJyWGZFapPzDEROZ1M229mOz0,"11, Jalan PJU 5/20a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1545058,101.5913845,https://waroengbatavia.carrd.co/,03-7490 2003,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,"{""Monday"": ""12:00 10:00 PM"", ""Tuesday"": ""12:00 10:00 PM"", ""Wednesday"": ""12:00 10:00 PM"", ""Thursday"": ""12:00 10:00 PM"", ""Friday"": ""12:00 10:00 PM"", ""Saturday"": ""12:00 10:00 PM"", ""Sunday"": ""12:00 10:00 PM""}",google_places
neew,Borak - Borak Cafe - Ayam Kampung Cili Hijau,malaysian,4.7,"borak – borak cafe, Petaling Jaya, Malaysia",ChIJ-2GBlx9PzDERaJf9EaQFwi8,"12-G, The Strand, Jalan PJU 5/20b, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.154505,101.591675,https://www.google.com/maps/place/?q=place_id:ChIJ-2GBlx9PzDERaJf9EaQFwi8,03-6151 1070,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""11:00 AM 10:00 PM"", ""Sunday"": ""11:00 AM 10:00 PM""}",google_places
df6g,Mala Hotpot House,malaysian,4.5,"mala hotpot house 爱辣无忧· 麻辣家, Petaling Jaya, Malaysia",ChIJ0_ovhh9PzDERg4_e8vsF5u0,"The Strand Damansara, 28 & 30, Jalan PJU 5/21, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1544228,101.5929553,https://www.google.com/maps/place/?q=place_id:ChIJ0_ovhh9PzDERg4_e8vsF5u0,019-979 6849,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
wq8t,Foodle Kota Damansara,asian,3.9,"the hungry wok - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
o38k,Subway @ Thomson Hospital,sandwiches,4.6,"subway (thomson hospital), Petaling Jaya, Malaysia",ChIJA8VxjANPzDERHq2EmG3gs9Q,"11, 1109-4 GF, Thomson Hospital, PJU 5, Jalan Teknologi, Taman Sains Selangor, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1493893,101.5788208,http://subway.com.my/,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,9:00 AM 7:00 PM,9:00 AM 7:00 PM,"{""Monday"": ""8:00 AM 9:00 PM"", ""Tuesday"": ""8:00 AM 9:00 PM"", ""Wednesday"": ""8:00 AM 9:00 PM"", ""Thursday"": ""8:00 AM 9:00 PM"", ""Friday"": ""8:00 AM 9:00 PM"", ""Saturday"": ""9:00 AM 7:00 PM"", ""Sunday"": ""9:00 AM 7:00 PM""}",google_places
noyl,Foodle Kota Damansara,malaysian,4.3,"i am geprek bensu @ foodle (the strand mall - kota damansara), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
ytld,Foodle Kota Damansara,malaysian,4.0,"nasi ayam berapi - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
n2wl,Martabak Bang! Kota Damansara,desserts,4.5,"martabak bang! (kota damansara), Petaling Jaya, Malaysia",ChIJsUX1OUJPzDERPygTHSWqLQY,"Encorp Strand, 11, Jalan PJU 5/20a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1545058,101.5913845,https://www.google.com/maps/place/?q=place_id:ChIJsUX1OUJPzDERPygTHSWqLQY,011-1529 8408,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",12:30 9:30 PM,12:30 9:30 PM,12:30 9:30 PM,12:30 9:30 PM,12:30 9:30 PM,12:30 9:30 PM,12:30 9:30 PM,"{""Monday"": ""12:30 9:30 PM"", ""Tuesday"": ""12:30 9:30 PM"", ""Wednesday"": ""12:30 9:30 PM"", ""Thursday"": ""12:30 9:30 PM"", ""Friday"": ""12:30 9:30 PM"", ""Saturday"": ""12:30 9:30 PM"", ""Sunday"": ""12:30 9:30 PM""}",google_places
gp2h,Smash Burger KD@Kota Damansara,asian,4.2,"smashhouse burgers - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJPQ_ZYwBPzDERBa8xSOopyLc,"No 29-1 Jalan Pju 5/18,Dataran Sunway, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1533459,101.592345,https://www.google.com/maps/place/?q=place_id:ChIJPQ_ZYwBPzDERBa8xSOopyLc,017-394 2534,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",6:00 PM 12:00 AM,6:00 PM 12:00 AM,6:00 PM 12:00 AM,6:00 PM 12:00 AM,6:00 PM 12:00 AM,6:00 PM 12:00 AM,6:00 PM 12:00 AM,"{""Monday"": ""6:00 PM 12:00 AM"", ""Tuesday"": ""6:00 PM 12:00 AM"", ""Wednesday"": ""6:00 PM 12:00 AM"", ""Thursday"": ""6:00 PM 12:00 AM"", ""Friday"": ""6:00 PM 12:00 AM"", ""Saturday"": ""6:00 PM 12:00 AM"", ""Sunday"": ""6:00 PM 12:00 AM""}",google_places
arkw,Foodle Kota Damansara,asian,3.8,"foodle food hall - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
jrtu,Gugusan Semarak 1,fried rice,4.7,"semarak corner, Petaling Jaya, Malaysia",ChIJ-26SpwJPzDER6uxgYMyc0X0,"Jalan Camar 4/1, Seksyen 4 Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1526801,101.5811471,https://www.google.com/maps/place/?q=place_id:ChIJ-26SpwJPzDER6uxgYMyc0X0,,"[""establishment"", ""point_of_interest""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
n4qr,Nasi Lemak Ayam Berempah,malaysian,4.6,"ai nasi lemak ayam berempah, Petaling Jaya, Malaysia",ChIJkRsefv1OzDERu82rrVVkDVs,"1, Jalan Camar 4/5A, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1528623,101.5791581,https://www.google.com/maps/place/?q=place_id:ChIJkRsefv1OzDERu82rrVVkDVs,03-6158 1612,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,12:00 PM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,"{""Monday"": ""7:00 AM 12:00 AM"", ""Tuesday"": ""7:00 AM 12:00 AM"", ""Wednesday"": ""7:00 AM 12:00 AM"", ""Thursday"": ""12:00 PM 12:00 AM"", ""Friday"": ""7:00 AM 12:00 AM"", ""Saturday"": ""7:00 AM 12:00 AM"", ""Sunday"": ""7:00 AM 12:00 AM""}",google_places
sgw1,Foodle Kota Damansara,malaysian,3.6,"the good bowls & pasta - foodle (the strand mall), Petaling Jaya, Malaysia",ChIJgeNbviJPzDERC7NQRmyZaZg,"Red Carpet Area The Strand Mall, Pusat Perdagangan, PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550309,101.5928935,https://www.foodle.com.my/,03-6144 0333,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
p3zc,Punjabi Vibes (Pakistani Halal Cuisine),middle eastern,4.4,"punjabi vibes, Petaling Jaya, Malaysia",ChIJ4UOXLQhPzDERCFY6YUdMd4s,"Lot-G-7 Cova Square Jalan teknologi Taman sain selangor, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",CLOSED_TEMPORARILY,-1,,3.147444,101.575434,https://www.google.com/maps/place/?q=place_id:ChIJ4UOXLQhPzDERCFY6YUdMd4s,011-2195 9929,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
m8gp,Nasi Pak Man Kota Damansara,malaysian,4.5,"nasi pak man, Petaling Jaya, Malaysia",ChIJ4ewxHB1PzDERsatF3GXTj44,"Jalan PJU 5/20, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",CLOSED_TEMPORARILY,2,mid,3.1540629,101.5930006,https://www.instagram.com/nasi_pakman/,03-6151 6738,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
pms2,CHICKEN ROYALE (EXPRESS) : KOTA DAMANSARA,asian,4.5,"chicken royale (kota damansara), Petaling Jaya, Malaysia",ChIJJaXPFbNPzDERm_98ir1j60I,"Pusat Perdagangan, Red Carpet Area The Strand, Mall PJU5, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1550282,101.5929284,http://www.chickenroyale.com.my/,018-576 0282,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,12:00 10:00 PM,"{""Monday"": ""12:00 10:00 PM"", ""Tuesday"": ""12:00 10:00 PM"", ""Wednesday"": ""12:00 10:00 PM"", ""Thursday"": ""12:00 10:00 PM"", ""Friday"": ""12:00 10:00 PM"", ""Saturday"": ""12:00 10:00 PM"", ""Sunday"": ""12:00 10:00 PM""}",google_places
pos2,Mee Tarik Warisan Asli Kota Damansara,noodles,4.7,"mee tarik warisan asli (kota damansara), Petaling Jaya, Malaysia",ChIJiVPkrCFPzDEREdFjh1yM1XE,"No. 13-G, Jalan PJU 5/20e, The Strand, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,2,mid,3.1551903,101.5953668,http://www.meetarik.com/,03-6144 5008,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
l93a,Restoran Vicchuda,malaysian,4.3,"restoran vicchuda (kota damansara), Petaling Jaya, Malaysia",ChIJx4HKHR1PzDERLvxLztCNxgw,"Jalan Sepah Puteri 5/1B, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.155043,101.5834809,https://www.google.com/maps/place/?q=place_id:ChIJx4HKHR1PzDERLvxLztCNxgw,03-6157 0737,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,"{""Monday"": ""11:00 AM 12:00 AM"", ""Tuesday"": ""11:00 AM 12:00 AM"", ""Wednesday"": ""11:00 AM 12:00 AM"", ""Thursday"": ""11:00 AM 12:00 AM"", ""Friday"": ""11:00 AM 12:00 AM"", ""Saturday"": ""11:00 AM 12:00 AM"", ""Sunday"": ""11:00 AM 12:00 AM""}",google_places
t722,Anak Kampung Kota Damansara,malaysian,4.7,"anak kampung @ kota damansara, Petaling Jaya, Malaysia",ChIJVX96wzxPzDERt_1HVbCxqWE,"22A, Jalan PJU 5/20D The Strand, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1548346,101.5950481,https://www.facebook.com/profile.php?id=100094419919447,016-884 4388,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
n0dq,Ayn Zam Zam Restaurant,chicken,4.6,"ayn zamzam restaurant kota damansara, Petaling Jaya, Malaysia",ChIJ927sSiBPzDERz-cRHlQ1KGU,"62-G, Encorp Strand, Jalan PJU 5/22, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1548169,101.594271,https://aynzamzamrestaurant.shop/,03-6142 6851,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
m8ny,Zahra Hadramawt Restaurant,chicken,4.3,"zahra hadramawt restaurant, Petaling Jaya, Malaysia",ChIJeXiFFQBPzDERUX7l3S-GEog,"G-21B, Cova Square, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1477488,101.5740431,https://www.instagram.com/zahra.hadramawt,011-6424 1236,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,12:00 PM 2:00 AM,2:00 PM 2:00 AM,2:00 PM 2:00 AM,"{""Monday"": ""12:00 PM 2:00 AM"", ""Tuesday"": ""12:00 PM 2:00 AM"", ""Wednesday"": ""12:00 PM 2:00 AM"", ""Thursday"": ""12:00 PM 2:00 AM"", ""Friday"": ""12:00 PM 2:00 AM"", ""Saturday"": ""2:00 PM 2:00 AM"", ""Sunday"": ""2:00 PM 2:00 AM""}",google_places
l3vc,Nasi ambeng umi kitchen,malaysian,4.6,"nasi ambeng mayya, Petaling Jaya, Malaysia",ChIJn4KHrNBLzDERUiJ1OcjsJfY,"28, Lorong PJS 2d/15d, Taman Medan, 46000 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.077314,101.6336629,https://www.facebook.com/izann?mibextid=ZbWKwL,017-613 7720,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,Closed,Closed,Closed,Closed,11:49 AM 3:15 PM,Closed,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""11:49 AM 3:15 PM"", ""Sunday"": ""Closed""}",google_places
nrok,Ayam Penyet AP @ Giant Hypermarket Kota Damansara,ayam penyet,4.7,"ayam penyet ap (giant kota damansara), Petaling Jaya, Malaysia",ChIJC7lzwCFPzDERzGeuumkjtFg,"Lot G2 & G3, Giant Hypermarket Kota Damansara, No 16, Jalan PJU 5/1, PJU 5,, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.156179,101.5961994,http://www.ayampenyet-ap.com/,03-6144 5099,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,10:00 AM 8:00 PM,"{""Monday"": ""10:00 AM 8:00 PM"", ""Tuesday"": ""10:00 AM 8:00 PM"", ""Wednesday"": ""10:00 AM 8:00 PM"", ""Thursday"": ""10:00 AM 8:00 PM"", ""Friday"": ""10:00 AM 8:00 PM"", ""Saturday"": ""10:00 AM 8:00 PM"", ""Sunday"": ""10:00 AM 8:00 PM""}",google_places
fp5r,D'siantan Seafood,malaysian,4.3,"d'siantan seafood @ lid tomyam, Petaling Jaya, Malaysia",ChIJZXbyi0ZPzDER245cqnwruSw,"Jalan PJU 5/1 syeksen, 5, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1560731,101.5840056,https://www.google.com/maps/place/?q=place_id:ChIJZXbyi0ZPzDER245cqnwruSw,013-962 2574,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
q9eq,Restoran Nasi Ayam Mewangi Azeem,chicken,4.6,"nasi ayam mewangi azeem, Petaling Jaya, Malaysia",ChIJWdAtfQJPzDERe1LuHdk-fYg,"22a, Jalan Camar 4/2, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1531919,101.5790953,https://www.google.com/maps/place/?q=place_id:ChIJWdAtfQJPzDERe1LuHdk-fYg,011-2736 2817,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,"{""Monday"": ""11:00 AM 10:30 PM"", ""Tuesday"": ""11:00 AM 10:30 PM"", ""Wednesday"": ""11:00 AM 10:30 PM"", ""Thursday"": ""11:00 AM 10:30 PM"", ""Friday"": ""11:00 AM 10:30 PM"", ""Saturday"": ""11:00 AM 10:30 PM"", ""Sunday"": ""11:00 AM 10:30 PM""}",google_places
o7qz,Ujang Char Kuey teow,fried rice,4.7,"ujang char kuey teow, Petaling Jaya, Malaysia",ChIJKSvv4ORPzDERKx7YXhGETDI,"Jalan sepah putri 5/1, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1560386,101.5840625,https://www.google.com/maps/place/?q=place_id:ChIJKSvv4ORPzDERKx7YXhGETDI,011-2307 4156,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,Closed,"{""Monday"": ""7:00 AM 9:00 PM"", ""Tuesday"": ""7:00 AM 9:00 PM"", ""Wednesday"": ""7:00 AM 9:00 PM"", ""Thursday"": ""7:00 AM 9:00 PM"", ""Friday"": ""7:00 AM 9:00 PM"", ""Saturday"": ""7:00 AM 9:00 PM"", ""Sunday"": ""Closed""}",google_places
n6bk,Restoran Nasi Kandar Padang Kota,nasi kandar,4.6,"nasi kandar padang kota (cova square), Petaling Jaya, Malaysia",ChIJGTYVFOBOzDERTMsbDnKAk2I,"No. 28 - 1, Dataran Sunway, No. 28 - 1, Dataran Sunway, 26, Jalan PJU 5/15, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1516651,101.5919431,https://www.google.com/maps/place/?q=place_id:ChIJGTYVFOBOzDERTMsbDnKAk2I,03-6150 0438,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
